YEAR;MONTH;DAY;HOUR;MINUTES;SECONDS;LONGITUDE;LATITUDE;DEPTH;MAG_TYPE;MAG;EVENT_NAME
2017; 8; 8;21;46;50.00; 172.5364;  52.6769; 39.4;mb   ;5.1;NEAR ISLANDS, ALEUTIAN ISLANDS
2017; 8; 8;21;37;18.00; 103.9507;  33.4574; 10.0;mb   ;4.1;GANSU, CHINA
2017; 8; 8;21;16; 5.00; 103.4146;  33.3986; 10.0;mb   ;4.0;GANSU, CHINA
2017; 8; 8;20;51;42.00; 167.9899; -19.7076; 26.0;mb   ;4.4;VANUATU ISLANDS REGION
2017; 8; 8;20;43;42.00; -72.0903;   6.5362; 49.1;mb   ;5.1;NORTHERN COLOMBIA
2017; 8; 8;19;40;12.00; 167.9964;  54.7947; 26.2;mb   ;4.3;KOMANDORSKIYE OSTROVA REGION
2017; 8; 8;18; 6;52.00; 130.9906;  27.3418; 10.0;mb   ;4.4;RYUKYU ISLANDS, JAPAN
2017; 8; 8;16;41;15.00; 171.4993;  53.2990; 27.1;mb   ;4.4;NEAR ISLANDS, ALEUTIAN ISLANDS
2017; 8; 8;16;35;20.00; 103.7529;  33.0480; 10.0;mb   ;4.7;GANSU, CHINA
2017; 8; 8;15;42;57.00; 168.6943;  54.4749; 10.0;mb   ;4.5;KOMANDORSKIYE OSTROVA REGION
2017; 8; 8;13;19;49.00; 103.8552;  33.1926;  9.0;Mww  ;6.5;GANSU, CHINA
2017; 8; 8;13;12;32.00;-176.8719; -29.3114; 35.0;mb   ;4.4;KERMADEC ISLANDS REGION
2017; 8; 8;11; 4; 1.00; 102.4167;  -5.2743; 36.8;mb   ;4.5;SOUTHERN SUMATRA, INDONESIA
2017; 8; 8; 8;51;39.00; 127.2946;  26.4013; 51.3;mb   ;4.5;RYUKYU ISLANDS, JAPAN
2017; 8; 8; 8;34;11.00; 146.5551;  19.3224; 54.6;mb   ;4.2;MARIANA ISLANDS REGION
2017; 8; 8; 8; 3;41.00; 167.3348; -11.7180;125.4;mb   ;4.3;SANTA CRUZ ISLANDS
2017; 8; 8; 7;42;22.00;  27.5711;  36.9645; 10.0;Mww  ;5.3;DODECANESE ISLANDS, GREECE
2017; 8; 8; 5;49;36.00; 127.2111;  26.4933; 29.9;mb   ;4.9;RYUKYU ISLANDS, JAPAN
